ledger_id,invoice_id,ledger_date,ledger_amount,customer_name,payment_mode,bank_reference,bank_date,bank_amount,amount_score,date_score,reference_score,reference_applicable,party_score,transaction_type_score,narration_score,base_score,ambiguity_penalty,confidence,status,score_explanation,reason
LED0012,INV-2026-0012,2026-06-19,2736.25,Zomato India Ltd,upi,SBIN64864856,2026-06-23,6975.0,0.0,18.75,,False,0.0,10.0,2.0,30.75,0.0,30.75,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 30.75%, below the 80% auto-match threshold.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0014,INV-2026-0014,2026-06-19,26875.0,Pepperfry Home,upi,AXIS85820598,2026-06-24,26375.0,31.5,13.75,,False,0.0,3.0,2.0,50.25,0.0,50.25,REVIEW,"Amount is close (score: 31.5/45). Date within tolerance (score: 13.75/25). Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 50.25%, below the 80% auto-match threshold.",Amount is close. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0015,INV-2026-0015,2026-06-19,63245.0,PhonePe Commerce,wallet,YESB37109976,2026-06-24,66900.0,9.0,13.75,,False,0.0,3.0,2.0,27.75,0.0,27.75,REVIEW,"Partial amount match (score: 9.0/45). Date within tolerance (score: 13.75/25). Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 27.75%, below the 80% auto-match threshold.",Partial amount match. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0017,INV-2026-0017,2026-06-19,11603.5,IKEA Retail India,upi,SBIN64864856,2026-06-23,6975.0,0.0,18.75,,False,0.0,10.0,2.0,30.75,0.0,30.75,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 30.75%, below the 80% auto-match threshold.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0018,INV-2026-0018,2026-06-19,29232.5,Flipkart Internet Pvt Ltd,upi,SBIN64864856,2026-06-23,6975.0,0.0,18.75,,False,0.0,10.0,2.0,30.75,4.0,26.75,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.75%, Second: 27.75% (margin: 3.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0019,INV-2026-0019,2026-06-19,69440.0,BookMyShow Pvt Ltd,emi,AXIS59176469,2026-07-01,68475.0,31.5,1.25,,False,0.0,5.0,2.0,39.75,8.5,31.25,REVIEW,"Amount is close (score: 31.5/45). Date within tolerance (score: 1.25/25). Customer name not found in bank narration. Transaction type partially compatible (score: 5.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 39.75%, Second: 39.00% (margin: 0.75% < 5% threshold). Human review required to resolve ambiguity.",Amount is close. Date is distant. Reference n/a (ledger). Manual review recommended.
LED0021,INV-2026-0021,2026-06-20,12987.5,Big Basket India,upi,SBIN64864856,2026-06-23,6975.0,0.0,18.75,,False,0.0,10.0,2.0,30.75,0.0,30.75,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 30.75%, below the 80% auto-match threshold.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0023,INV-2026-0023,2026-06-20,81600.0,PB Fintech,wallet,NTRF778821,2026-07-09,80956.97,38.25,0.0,,False,0.0,5.0,2.0,45.25,0.0,45.25,REVIEW,"Amount is close (score: 38.25/45). Date mismatch or out of range. Customer name not found in bank narration. Transaction type partially compatible (score: 5.0/10). Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 45.25%, below the 80% auto-match threshold.",Amount is close. Date mismatch. Reference n/a (ledger). Manual review recommended.
LED0028,INV-2026-0028,2026-06-22,4402.2,Zepto Marketplace,upi,SBIN64864856,2026-06-23,6975.0,0.0,22.5,,False,0.0,10.0,2.0,34.5,0.0,34.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 34.50%, below the 80% auto-match threshold.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0029,INV-2026-0029,2026-06-22,15735.0,CRED Financial,upi,SBIN64864856,2026-06-23,6975.0,0.0,22.5,,False,0.0,10.0,2.0,34.5,0.0,34.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 34.50%, below the 80% auto-match threshold.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0030,INV-2026-0030,2026-06-22,35000.0,Boat Lifestyle Pvt Ltd,upi,SBIN64864856,2026-06-23,6975.0,0.0,22.5,,False,0.0,10.0,2.0,34.5,0.0,34.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 34.50%, below the 80% auto-match threshold.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0031,INV-2026-0031,2026-06-23,106600.0,Firstcry India,upi,SBIN64864856,2026-06-23,6975.0,0.0,25.0,,False,0.0,10.0,2.0,37.0,0.0,37.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 37.00%, below the 80% auto-match threshold.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0032,INV-2026-0032,2026-06-23,5360.25,PhonePe Internet Pvt Ltd,card,YESB37109976,2026-06-24,66900.0,0.0,22.5,,False,0.0,3.0,2.0,27.5,10.0,17.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 27.50%, Second: 27.50% (margin: 0.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0033,INV-2026-0033,2026-06-23,16516.5,Acko Tech,netbanking,YESB37109976,2026-06-24,66900.0,0.0,22.5,,False,0.0,3.0,2.0,27.5,10.0,17.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 27.50%, Second: 27.50% (margin: 0.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0034,INV-2026-0034,2026-06-23,36075.0,IKEA India Online,card,YESB37109976,2026-06-24,66900.0,0.0,22.5,,False,0.0,3.0,2.0,27.5,10.0,17.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 27.50%, Second: 27.50% (margin: 0.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0035,INV-2026-0035,2026-06-23,124875.0,Swiggy India,netbanking,YESB37109976,2026-06-24,66900.0,0.0,22.5,,False,0.0,3.0,2.0,27.5,10.0,17.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 27.50%, Second: 27.50% (margin: 0.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0036,INV-2026-0036,2026-06-24,6138.0,Urban Co Services,netbanking,KKBK11648035,2026-06-26,830.7,0.0,18.75,,False,0.0,10.0,2.0,30.75,8.5,22.25,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.75%, Second: 30.00% (margin: 0.75% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0037,INV-2026-0037,2026-06-24,60000.0,Urban Company Pvt Ltd,card,YESB37109976,2026-06-24,66900.0,0.0,25.0,,False,0.0,3.0,2.0,30.0,10.0,20.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.00%, Second: 30.00% (margin: 0.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0038,INV-2026-0038,2026-06-24,37680.0,BigBasket Online,upi,SBIN64864856,2026-06-23,6975.0,0.0,22.5,,False,0.0,10.0,2.0,34.5,1.0,33.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 34.50%, Second: 30.00% (margin: 4.50% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0039,INV-2026-0039,2026-06-24,142650.0,Meesho Technologies,card,YESB37109976,2026-06-24,66900.0,0.0,25.0,,False,0.0,3.0,2.0,30.0,10.0,20.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.00%, Second: 30.00% (margin: 0.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0040,INV-2026-0040,2026-06-24,6188.0,PolicyBazaar Insurance Web,netbanking,KKBK11648035,2026-06-26,830.7,0.0,18.75,,False,0.0,10.0,2.0,30.75,8.5,22.25,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.75%, Second: 30.00% (margin: 0.75% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0041,INV-2026-0041,2026-06-25,18466.5,Freshworks Technologies,upi,SBIN64864856,2026-06-23,6975.0,0.0,18.75,,False,0.0,10.0,2.0,30.75,3.5,27.25,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.75%, Second: 27.50% (margin: 3.25% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0042,INV-2026-0042,2026-06-25,46710.0,PharmEasy Healthcare,netbanking,KKBK11648035,2026-06-26,830.7,0.0,22.5,,False,0.0,10.0,2.0,34.5,0.0,34.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 34.50%, below the 80% auto-match threshold.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0043,INV-2026-0043,2026-06-25,1296.25,Zomato Pvt Ltd,upi,SBIN64864856,2026-06-23,6975.0,0.0,18.75,,False,0.0,10.0,2.0,30.75,3.5,27.25,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.75%, Second: 27.50% (margin: 3.25% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0044,INV-2026-0044,2026-06-25,25000.0,Urban Company Pvt Ltd,netbanking,AXIS85820598,2026-06-24,26375.0,9.0,22.5,,False,0.0,3.0,2.0,36.5,6.0,30.5,REVIEW,"Partial amount match (score: 9.0/45). Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 36.50%, Second: 34.50% (margin: 2.00% < 5% threshold). Human review required to resolve ambiguity.",Partial amount match. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0045,INV-2026-0045,2026-06-25,25000.0,Urban Co Services,upi,AXIS85820598,2026-06-24,26375.0,9.0,22.5,,False,0.0,3.0,2.0,36.5,0.0,36.5,REVIEW,"Partial amount match (score: 9.0/45). Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 36.50%, below the 80% auto-match threshold.",Partial amount match. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0046,INV-2026-0046,2026-06-26,50700.0,CRED Technologies,netbanking,KKBK11648035,2026-06-26,830.7,0.0,25.0,,False,0.0,10.0,2.0,37.0,0.0,37.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 37.00%, below the 80% auto-match threshold.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0047,INV-2026-0047,2026-06-26,1695.6,Cult Fit Fitness,netbanking,KKBK11648035,2026-06-26,830.7,0.0,25.0,,False,0.0,10.0,2.0,37.0,0.0,37.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 37.00%, below the 80% auto-match threshold.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0048,INV-2026-0048,2026-06-26,8313.0,FirstCry Retail,card,SBIN49395565,2026-06-16,8430.0,31.5,1.25,,False,0.0,3.0,2.0,37.75,0.5,37.25,REVIEW,"Amount is close (score: 31.5/45). Date within tolerance (score: 1.25/25). Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 37.75%, Second: 33.00% (margin: 4.75% < 5% threshold). Human review required to resolve ambiguity.",Amount is close. Date is distant. Reference n/a (ledger). Manual review recommended.
LED0049,INV-2026-0049,2026-06-26,22747.5,Groww Financial,upi,KKBK11648035,2026-06-26,830.7,0.0,25.0,,False,0.0,0.0,2.0,27.0,7.5,19.5,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type mismatch. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 27.00%, Second: 25.75% (margin: 1.25% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0050,INV-2026-0050,2026-06-26,56650.0,Acko General Insurance,netbanking,KKBK11648035,2026-06-26,830.7,0.0,25.0,,False,0.0,10.0,2.0,37.0,0.0,37.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 37.00%, below the 80% auto-match threshold.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0051,INV-2026-0051,2026-06-29,2346.75,Apollo HealthTech,upi, HDFC62394154,2026-07-01,2227.2,9.0,18.75,,False,0.0,10.0,2.0,39.75,0.0,39.75,REVIEW,"Partial amount match (score: 9.0/45). Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 39.75%, below the 80% auto-match threshold.",Partial amount match. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0052,INV-2026-0052,2026-06-29,8841.2,Swiggy Foods Pvt Ltd,wallet,KKBK11648035,2026-06-26,830.7,0.0,22.5,,False,0.0,5.0,2.0,29.5,4.0,25.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 5.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 29.50%, Second: 26.50% (margin: 3.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0053,INV-2026-0053,2026-06-29,23304.0,Urban Company Pvt Ltd,netbanking,AXIS59066016,2026-08-07,23725.0,31.5,0.0,,False,0.0,3.0,2.0,36.5,6.0,30.5,REVIEW,"Amount is close (score: 31.5/45). Date mismatch or out of range. Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 36.50%, Second: 34.50% (margin: 2.00% < 5% threshold). Human review required to resolve ambiguity.",Amount is close. Date mismatch. Reference n/a (ledger). Manual review recommended.
LED0054,INV-2026-0054,2026-06-29,63060.0,Blink Commerce Pvt Ltd,netbanking,AXIS59176469,2026-07-01,68475.0,9.0,18.75,,False,0.0,10.0,2.0,39.75,0.0,39.75,REVIEW,"Partial amount match (score: 9.0/45). Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 39.75%, below the 80% auto-match threshold.",Partial amount match. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0055,INV-2026-0055,2026-06-29,2945.25,Tata Unistore,upi, HDFC62394154,2026-07-01,2227.2,0.0,18.75,,False,0.0,10.0,2.0,30.75,0.0,30.75,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 30.75%, below the 80% auto-match threshold.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0056,INV-2026-0056,2026-06-30,11014.5,Meesho Online Services,card,AXIS59176469,2026-07-01,68475.0,0.0,22.5,,False,0.0,6.0,2.0,30.5,2.5,28.0,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 6.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.50%, Second: 26.75% (margin: 3.75% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0057,INV-2026-0057,2026-06-30,23625.0,Pepperfry Online Services,upi,AXIS59066016,2026-08-07,23725.0,38.25,0.0,,False,0.0,3.0,2.0,43.25,0.0,43.25,REVIEW,"Amount is close (score: 38.25/45). Date mismatch or out of range. Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 43.25%, below the 80% auto-match threshold.",Amount is close. Date mismatch. Reference n/a (ledger). Manual review recommended.
LED0058,INV-2026-0058,2026-06-30,61750.0,Freshworks India,upi, HDFC62394154,2026-07-01,2227.2,0.0,22.5,,False,0.0,10.0,2.0,34.5,0.0,34.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 34.50%, below the 80% auto-match threshold.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0059,INV-2026-0059,2026-06-30,3318.4,EaseMyTrip Online,upi, HDFC62394154,2026-07-01,2227.2,0.0,22.5,,False,0.0,10.0,2.0,34.5,0.0,34.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 34.50%, below the 80% auto-match threshold.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0060,INV-2026-0060,2026-06-30,12247.5,Zomato India Ltd,wallet,AXIS59176469,2026-07-01,68475.0,0.0,22.5,,False,0.0,5.0,2.0,29.5,2.5,27.0,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 5.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 29.50%, Second: 25.75% (margin: 3.75% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0061,INV-2026-0061,2026-07-01,27885.0,Flipkart Online,card,YESB36210646,2026-07-29,27660.0,38.25,0.0,,False,0.0,3.0,2.0,43.25,0.0,43.25,REVIEW,"Amount is close (score: 38.25/45). Date mismatch or out of range. Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 43.25%, below the 80% auto-match threshold.",Amount is close. Date mismatch. Reference n/a (ledger). Manual review recommended.
LED0062,INV-2026-0062,2026-07-01,67830.0,MakeMyTrip India Pvt Ltd,card,AXIS59176469,2026-07-01,68475.0,38.25,25.0,,False,0.0,6.0,2.0,71.25,0.0,71.25,REVIEW,"Amount is close (score: 38.25/45). Exact date match. Customer name not found in bank narration. Transaction type partially compatible (score: 6.0/10). Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 71.25%, below the 80% auto-match threshold.",Amount is close. Exact date. Reference n/a (ledger). Manual review recommended.
LED0063,INV-2026-0063,2026-07-01,3637.5,Decathlon Retail,upi, HDFC62394154,2026-07-01,2227.2,0.0,25.0,,False,0.0,10.0,2.0,37.0,0.0,37.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 37.00%, below the 80% auto-match threshold.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0064,INV-2026-0064,2026-07-01,12437.5,CultFit Health Pvt Ltd,card,AXIS59176469,2026-07-01,68475.0,0.0,25.0,,False,0.0,6.0,2.0,33.0,0.5,32.5,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type partially compatible (score: 6.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 33.00%, Second: 28.25% (margin: 4.75% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
